N;Tratamiento;Dosis;Identificacion;Sexo;Raza;Edad;Peso_se_0;Peso_se_1;Peso_se_2;Peso_se_3;Peso_se_4;Ganan_peso;Valor;Detalle;Biomarker;Tiempo;Ref;Unidad
434;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;3.1;NA;BUN;inicial;2.14-6.10;mmol/L
435;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;3;NA;BUN;inicial;2.14-6.10;mmol/L
436;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;3.48;NA;BUN;inicial;2.14-6.10;mmol/L
437;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;3;NA;BUN;inicial;2.14-6.10;mmol/L
438;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.66;L;BUN;inicial;2.14-6.10;mmol/L
439;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;4.25;NA;BUN;inicial;2.14-6.10;mmol/L
440;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;3.3;NA;BUN;inicial;2.14-6.10;mmol/L
441;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;3.15;NA;BUN;final;2.14-6.10;mmol/L
442;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;3.5;NA;BUN;final;2.14-6.10;mmol/L
443;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;2.65;NA;BUN;final;2.14-6.10;mmol/L
444;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;3.3;NA;BUN;final;2.14-6.10;mmol/L
445;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;5.4;NA;BUN;final;2.14-6.10;mmol/L
446;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;5.2;NA;BUN;final;2.14-6.10;mmol/L
447;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;3.4;NA;BUN;final;2.14-6.10;mmol/L
448;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;2.8;NA;BUN;final;2.14-6.10;mmol/L
449;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.8;NA;BUN;final;2.14-6.10;mmol/L
450;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;4.2;NA;BUN;final;2.14-6.10;mmol/L
451;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;5;NA;BUN;final;2.14-6.10;mmol/L
452;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;3;NA;BUN;final;2.14-6.10;mmol/L
453;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.9;NA;BUN;final;2.14-6.10;mmol/L
454;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;3.2;NA;BUN;final;2.14-6.10;mmol/L
455;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;2.5;NA;BUN;final;2.14-6.10;mmol/L
456;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;3.6;NA;BUN;final;2.14-6.10;mmol/L
457;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;3.2;NA;BUN;final;2.14-6.10;mmol/L
458;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.66;NA;BUN;final;2.14-6.10;mmol/L
459;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;4.25;NA;BUN;final;2.14-6.10;mmol/L
460;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;4.25;NA;BUN;final;2.14-6.10;mmol/L
461;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;19.882;NA;BUN/CREA;inicial;NA;NA
462;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;4.13;NA;BUN/CREA;inicial;NA;NA
463;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;12.089;NA;BUN/CREA;inicial;NA;NA
464;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;18.2;NA;BUN/CREA;inicial;NA;NA
465;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;5.68;NA;BUN/CREA;inicial;NA;NA
466;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;5.33;NA;BUN/CREA;inicial;NA;NA
467;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;17.3;NA;BUN/CREA;inicial;NA;NA
468;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;6.27;NA;BUN/CREA;inicial;NA;NA
469;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;18.5;NA;BUN/CREA;inicial;NA;NA
470;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;20;NA;BUN/CREA;inicial;NA;NA
471;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;14.7;NA;BUN/CREA;inicial;NA;NA
472;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;16.5;NA;BUN/CREA;inicial;NA;NA
473;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;15.8;NA;BUN/CREA;inicial;NA;NA
474;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;14.5;NA;BUN/CREA;inicial;NA;NA
475;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;18;NA;BUN/CREA;inicial;NA;NA
476;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;20.5;NA;BUN/CREA;inicial;NA;NA
477;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;18.75;NA;BUN/CREA;inicial;NA;NA
478;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;18.09;NA;BUN/CREA;inicial;NA;NA
479;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;22.1;NA;BUN/CREA;inicial;NA;NA
480;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;21;NA;BUN/CREA;inicial;NA;NA
481;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;3.6;NA;BUN/CREA;final;NA;NA
482;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;3.62;NA;BUN/CREA;final;NA;NA
483;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;13;NA;BUN/CREA;final;NA;NA
484;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;17.9;NA;BUN/CREA;final;NA;NA
485;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;5.87;NA;BUN/CREA;final;NA;NA
486;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;5.65;NA;BUN/CREA;final;NA;NA
487;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;17.8;NA;BUN/CREA;final;NA;NA
488;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;5.5;NA;BUN/CREA;final;NA;NA
489;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;18.9;NA;BUN/CREA;final;NA;NA
490;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;20;NA;BUN/CREA;final;NA;NA
491;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;15;NA;BUN/CREA;final;NA;NA
492;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;17;NA;BUN/CREA;final;NA;NA
493;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;16;NA;BUN/CREA;final;NA;NA
494;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;14;NA;BUN/CREA;final;NA;NA
495;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;18;NA;BUN/CREA;final;NA;NA
496;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;20;NA;BUN/CREA;final;NA;NA
497;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;18.6;NA;BUN/CREA;final;NA;NA
498;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;18.09;NA;BUN/CREA;final;NA;NA
499;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;22.1;NA;BUN/CREA;final;NA;NA
500;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;22.1;NA;BUN/CREA;final;NA;NA
501;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;3.35;NA;GLU;inicial;2.56-6.13;mmol/L
502;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;4.5;NA;GLU;inicial;2.56-6.13;mmol/L
503;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;3.09;NA;GLU;inicial;2.56-6.13;mmol/L
504;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;4.5;NA;GLU;inicial;2.56-6.13;mmol/L
505;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;4.8;NA;GLU;inicial;2.56-6.13;mmol/L
506;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;4.2;NA;GLU;inicial;2.56-6.13;mmol/L
507;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;4.25;NA;GLU;inicial;2.56-6.13;mmol/L
508;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;4.28;NA;GLU;inicial;2.56-6.13;mmol/L
509;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;3.7;NA;GLU;inicial;2.56-6.13;mmol/L
510;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;5.1;NA;GLU;inicial;2.56-6.13;mmol/L
511;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;4.95;NA;GLU;inicial;2.56-6.13;mmol/L
512;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;4.12;NA;GLU;inicial;2.56-6.13;mmol/L
513;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;3.97;NA;GLU;inicial;2.56-6.13;mmol/L
514;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;4.2;NA;GLU;inicial;2.56-6.13;mmol/L
515;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;4.85;NA;GLU;inicial;2.56-6.13;mmol/L
516;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;5.23;NA;GLU;inicial;2.56-6.13;mmol/L
517;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;5.5;NA;GLU;inicial;2.56-6.13;mmol/L
518;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;2.81;NA;GLU;inicial;2.56-6.13;mmol/L
519;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;3.5;NA;GLU;inicial;2.56-6.13;mmol/L
520;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;5;NA;GLU;inicial;2.56-6.13;mmol/L
521;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;3;NA;GLU;final;2.56-6.13;mmol/L
522;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;4.5;NA;GLU;final;2.56-6.13;mmol/L
523;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;3.4;NA;GLU;final;2.56-6.13;mmol/L
524;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;4.6;NA;GLU;final;2.56-6.13;mmol/L
525;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;4.9;NA;GLU;final;2.56-6.13;mmol/L
526;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;4.35;NA;GLU;final;2.56-6.13;mmol/L
527;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;4.5;NA;GLU;final;2.56-6.13;mmol/L
528;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;4.1;NA;GLU;final;2.56-6.13;mmol/L
529;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;4;NA;GLU;final;2.56-6.13;mmol/L
530;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;5.25;NA;GLU;final;2.56-6.13;mmol/L
531;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;5;NA;GLU;final;2.56-6.13;mmol/L
532;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;4.35;NA;GLU;final;2.56-6.13;mmol/L
533;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;4.15;NA;GLU;final;2.56-6.13;mmol/L
534;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;4.15;NA;GLU;final;2.56-6.13;mmol/L
535;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;4.8;NA;GLU;final;2.56-6.13;mmol/L
536;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;5.35;NA;GLU;final;2.56-6.13;mmol/L
537;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;5.4;NA;GLU;final;2.56-6.13;mmol/L
538;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;2.81;NA;GLU;final;2.56-6.13;mmol/L
539;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;3.5;NA;GLU;final;2.56-6.13;mmol/L
540;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;3.5;NA;GLU;final;2.56-6.13;mmol/L
541;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;0.3;<;TG;inicial;NA;mmol/L
542;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;0.28;NA;TG;inicial;NA;mmol/L
543;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;0.3;<;TG;inicial;NA;mmol/L
544;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;0.3;<;TG;inicial;NA;mmol/L
545;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;0.25;NA;TG;inicial;NA;mmol/L
546;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;0.28;NA;TG;inicial;NA;mmol/L
547;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;0.3;<;TG;inicial;NA;mmol/L
548;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;0.21;NA;TG;inicial;NA;mmol/L
549;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;0.4;NA;TG;inicial;NA;mmol/L
550;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;0.3;<;TG;inicial;NA;mmol/L
551;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;0.22;NA;TG;inicial;NA;mmol/L
552;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;0.3;<;TG;inicial;NA;mmol/L
553;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;0.3;<;TG;inicial;NA;mmol/L
554;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;0.28;NA;TG;inicial;NA;mmol/L
